Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Price,Discount,Weather Condition,Promotion,Competitor Pricing,Seasonality,Epidemic,Demand
2022-01-28,S005,P0012,Furniture,North,324,76,0,120.6,10,Sunny,0,111.22,Winter,0,70
2022-01-28,S005,P0013,Groceries,North,397,134,372,83.36,0,Sunny,0,71.82,Winter,0,117
2022-01-28,S005,P0014,Furniture,North,202,115,0,190.28,0,Sunny,0,171.32,Winter,0,100
2022-01-28,S005,P0015,Groceries,North,101,52,0,44.29,10,Sunny,0,38.85,Winter,0,78
2022-01-28,S005,P0016,Toys,North,290,106,0,36.73,5,Sunny,0,42.27,Winter,0,126
2022-01-28,S005,P0017,Toys,North,108,61,84,34.69,0,Sunny,0,38.73,Winter,0,71
2022-01-28,S005,P0018,Clothing,North,236,218,0,22.32,25,Sunny,1,19.76,Winter,0,184
2022-01-28,S005,P0019,Furniture,North,250,36,0,128.98,0,Sunny,0,154.49,Winter,0,54
2022-01-28,S005,P0020,Toys,North,136,35,0,26.63,5,Sunny,0,25.83,Winter,0,53
2022-01-29,S001,P0001,Electronics,North,263,69,0,65.0,5,Sunny,0,77.11,Winter,0,81
2022-01-29,S001,P0002,Clothing,North,186,107,151,79.9,0,Sunny,0,70.35,Winter,0,144
2022-01-29,S001,P0003,Clothing,North,993,108,0,55.44,5,Sunny,0,66.54,Winter,0,113
2022-01-29,S001,P0004,Electronics,North,92,92,308,120.63,5,Sunny,0,106.8,Winter,0,130
2022-01-29,S001,P0005,Groceries,North,1142,137,0,79.16,5,Sunny,0,74.11,Winter,0,200
2022-01-29,S001,P0006,Toys,North,395,129,399,42.79,5,Sunny,0,45.59,Winter,0,124
2022-01-29,S001,P0007,Groceries,North,266,106,0,25.5,10,Sunny,0,21.81,Winter,0,123
2022-01-29,S001,P0008,Electronics,North,123,85,97,45.58,0,Sunny,0,39.51,Winter,0,84
2022-01-29,S001,P0009,Clothing,North,80,80,119,84.6,10,Sunny,0,92.78,Winter,0,111
2022-01-29,S001,P0010,Furniture,North,299,120,0,139.73,10,Sunny,0,134.06,Winter,0,116
2022-01-29,S001,P0011,Furniture,North,148,86,0,156.85,5,Sunny,0,170.92,Winter,0,79
2022-01-29,S001,P0012,Groceries,North,369,36,0,69.26,0,Sunny,0,78.19,Winter,0,49
2022-01-29,S001,P0013,Toys,North,167,29,0,25.12,10,Sunny,0,24.93,Winter,0,34
2022-01-29,S001,P0014,Groceries,North,565,182,425,79.38,10,Sunny,0,85.75,Winter,0,162
2022-01-29,S001,P0015,Toys,North,78,78,126,17.47,5,Sunny,0,16.58,Winter,0,121
2022-01-29,S001,P0016,Groceries,North,248,134,0,41.82,5,Sunny,0,44.72,Winter,0,139
2022-01-29,S001,P0017,Toys,North,130,128,106,22.96,10,Sunny,0,22.8,Winter,0,115
2022-01-29,S001,P0018,Groceries,North,188,138,144,66.27,10,Sunny,0,71.52,Winter,0,162
2022-01-29,S001,P0019,Furniture,North,121,39,0,114.16,0,Sunny,0,105.56,Winter,0,64
2022-01-29,S001,P0020,Furniture,North,127,97,0,132.24,0,Sunny,0,119.37,Winter,0,90
2022-01-29,S002,P0001,Groceries,South,533,211,533,108.65,0,Sunny,0,100.79,Winter,0,181
2022-01-29,S002,P0002,Toys,South,244,73,0,30.96,0,Sunny,0,26.52,Winter,0,61
2022-01-29,S002,P0003,Groceries,South,425,97,0,80.68,5,Sunny,0,96.59,Winter,0,113
2022-01-29,S002,P0004,Groceries,South,542,99,431,50.78,0,Sunny,0,56.43,Winter,0,160
2022-01-29,S002,P0005,Electronics,South,530,51,0,79.34,10,Sunny,0,89.38,Winter,0,81
2022-01-29,S002,P0006,Clothing,South,145,114,116,79.38,0,Sunny,0,72.21,Winter,0,140
2022-01-29,S002,P0007,Toys,South,114,97,359,30.3,0,Sunny,0,32.48,Winter,0,114
2022-01-29,S002,P0008,Groceries,South,169,119,111,26.98,10,Sunny,0,26.86,Winter,0,130
2022-01-29,S002,P0009,Groceries,South,137,102,240,65.73,5,Sunny,0,65.19,Winter,0,114
2022-01-29,S002,P0010,Groceries,South,240,106,0,86.32,5,Sunny,0,95.3,Winter,0,105
2022-01-29,S002,P0011,Groceries,South,352,98,0,96.86,0,Sunny,0,113.92,Winter,0,103
2022-01-29,S002,P0012,Electronics,South,307,98,432,73.14,10,Sunny,0,66.3,Winter,0,132
2022-01-29,S002,P0013,Groceries,South,502,194,488,25.61,10,Sunny,0,22.89,Winter,0,164
2022-01-29,S002,P0014,Electronics,South,414,92,515,137.02,5,Sunny,0,118.34,Winter,0,124
2022-01-29,S002,P0015,Clothing,South,1027,178,0,86.88,5,Sunny,0,81.95,Winter,0,175
2022-01-29,S002,P0016,Clothing,South,414,159,332,105.73,10,Sunny,0,115.35,Winter,0,193
2022-01-29,S002,P0017,Toys,South,4,4,0,19.87,10,Sunny,0,16.99,Winter,0,95
2022-01-29,S002,P0018,Clothing,South,151,125,124,29.97,10,Sunny,0,26.47,Winter,0,136
2022-01-29,S002,P0019,Clothing,South,915,83,0,80.97,10,Sunny,0,76.97,Winter,0,88
2022-01-29,S002,P0020,Furniture,South,368,60,0,132.27,10,Sunny,0,113.09,Winter,0,96
2022-01-29,S003,P0001,Toys,East,62,62,0,14.79,10,Cloudy,0,13.18,Winter,0,73
2022-01-29,S003,P0002,Groceries,East,257,135,0,65.4,0,Cloudy,0,57.01,Winter,0,130
2022-01-29,S003,P0003,Electronics,East,172,108,117,95.26,0,Cloudy,0,92.45,Winter,0,98
2022-01-29,S003,P0004,Groceries,East,304,81,260,24.2,0,Cloudy,0,22.51,Winter,0,96
2022-01-29,S003,P0005,Toys,East,121,112,0,22.31,10,Cloudy,0,20.73,Winter,0,107
2022-01-29,S003,P0006,Toys,East,152,69,0,33.51,10,Cloudy,0,29.15,Winter,0,66
2022-01-29,S003,P0007,Groceries,East,860,122,0,16.09,10,Cloudy,0,16.97,Winter,0,127
2022-01-29,S003,P0008,Clothing,East,438,80,0,115.94,0,Cloudy,0,130.39,Winter,0,96
2022-01-29,S003,P0009,Groceries,East,114,37,0,43.22,5,Cloudy,0,47.41,Winter,0,49
2022-01-29,S003,P0010,Groceries,East,145,74,0,34.67,0,Cloudy,0,38.4,Winter,0,63
2022-01-29,S003,P0011,Electronics,East,405,166,407,164.54,5,Cloudy,0,143.65,Winter,0,194
2022-01-29,S003,P0012,Furniture,East,152,120,221,113.97,5,Cloudy,0,112.0,Winter,0,118
2022-01-29,S003,P0013,Groceries,East,486,175,0,81.63,10,Cloudy,0,75.94,Winter,0,153
2022-01-29,S003,P0014,Groceries,East,454,88,0,85.34,10,Cloudy,0,81.59,Winter,0,82
2022-01-29,S003,P0015,Groceries,East,137,110,0,109.09,0,Cloudy,0,98.34,Winter,0,115
2022-01-29,S003,P0016,Electronics,East,223,81,197,109.89,0,Cloudy,0,95.35,Winter,0,108
2022-01-29,S003,P0017,Furniture,East,310,81,0,136.54,0,Cloudy,0,163.41,Winter,0,109
2022-01-29,S003,P0018,Furniture,East,258,54,0,139.21,0,Cloudy,0,164.56,Winter,0,84
2022-01-29,S003,P0019,Groceries,East,251,91,0,54.83,0,Cloudy,0,53.76,Winter,0,81
2022-01-29,S003,P0020,Clothing,East,687,145,680,86.88,10,Cloudy,0,94.5,Winter,0,185
2022-01-29,S004,P0001,Groceries,West,410,75,0,12.03,0,Sunny,0,12.75,Winter,0,123
2022-01-29,S004,P0002,Groceries,West,88,80,168,18.48,5,Sunny,0,21.83,Winter,0,85
2022-01-29,S004,P0003,Furniture,West,435,117,0,153.84,5,Sunny,0,143.09,Winter,0,103
2022-01-29,S004,P0004,Groceries,West,257,123,0,69.45,5,Sunny,0,67.58,Winter,0,186
2022-01-29,S004,P0005,Clothing,West,120,113,141,74.96,5,Sunny,0,85.0,Winter,0,120
2022-01-29,S004,P0006,Groceries,West,175,94,187,34.04,10,Sunny,0,30.25,Winter,0,93
2022-01-29,S004,P0007,Groceries,West,555,138,670,29.74,10,Sunny,0,32.25,Winter,0,143
2022-01-29,S004,P0008,Furniture,West,71,69,66,92.73,0,Sunny,0,112.1,Winter,0,58
2022-01-29,S004,P0009,Clothing,West,182,40,0,109.91,0,Sunny,0,96.99,Winter,0,67
2022-01-29,S004,P0010,Groceries,West,644,74,0,21.71,10,Sunny,0,18.51,Winter,0,63
2022-01-29,S004,P0011,Clothing,West,400,127,0,72.29,0,Sunny,0,78.46,Winter,0,159
2022-01-29,S004,P0012,Electronics,West,116,116,178,139.37,5,Sunny,0,120.05,Winter,0,158
2022-01-29,S004,P0013,Groceries,West,334,99,0,19.54,5,Sunny,0,22.5,Winter,0,98
2022-01-29,S004,P0014,Furniture,West,171,30,0,143.56,0,Sunny,0,161.04,Winter,0,34
2022-01-29,S004,P0015,Furniture,West,253,23,0,88.63,0,Sunny,0,79.02,Winter,0,38
2022-01-29,S004,P0016,Furniture,West,148,36,0,101.94,5,Sunny,0,115.79,Winter,0,49
2022-01-29,S004,P0017,Clothing,West,135,135,197,127.78,0,Sunny,0,135.58,Winter,0,189
2022-01-29,S004,P0018,Furniture,West,100,59,50,142.39,5,Sunny,0,154.29,Winter,0,54
2022-01-29,S004,P0019,Clothing,West,137,120,105,66.06,0,Sunny,0,78.12,Winter,0,126
2022-01-29,S004,P0020,Furniture,West,285,80,0,144.81,0,Sunny,0,135.29,Winter,0,88
2022-01-29,S005,P0001,Groceries,North,165,70,199,11.33,5,Sunny,0,12.62,Winter,0,96
2022-01-29,S005,P0002,Electronics,North,114,58,0,38.86,5,Sunny,0,34.42,Winter,0,76
2022-01-29,S005,P0003,Toys,North,138,78,139,32.59,0,Sunny,0,35.08,Winter,0,118
2022-01-29,S005,P0004,Groceries,North,133,99,90,7.5,5,Sunny,0,7.35,Winter,0,90
2022-01-29,S005,P0005,Groceries,North,77,77,235,18.33,5,Sunny,0,17.05,Winter,0,135
2022-01-29,S005,P0006,Groceries,North,510,63,0,60.66,0,Sunny,0,69.24,Winter,0,104
2022-01-29,S005,P0007,Groceries,North,321,82,0,73.52,10,Sunny,0,84.7,Winter,0,96
2022-01-29,S005,P0008,Groceries,North,159,77,0,62.16,5,Sunny,0,58.59,Winter,0,95
2022-01-29,S005,P0009,Groceries,North,435,110,0,95.98,0,Sunny,0,111.61,Winter,0,98
2022-01-29,S005,P0010,Groceries,North,282,178,0,77.56,0,Sunny,0,67.23,Winter,0,169
2022-01-29,S005,P0011,Electronics,North,151,92,0,86.1,0,Sunny,0,91.39,Winter,0,116
2022-01-29,S005,P0012,Furniture,North,248,90,0,126.6,10,Sunny,0,123.81,Winter,0,84
2022-01-29,S005,P0013,Groceries,North,263,123,0,79.82,10,Sunny,0,77.3,Winter,0,138
2022-01-29,S005,P0014,Furniture,North,346,78,0,157.51,5,Sunny,0,184.82,Winter,0,75
2022-01-29,S005,P0015,Groceries,North,334,85,0,47.99,5,Sunny,0,52.61,Winter,0,100
2022-01-29,S005,P0016,Toys,North,184,97,0,35.89,5,Sunny,0,41.71,Winter,0,119
2022-01-29,S005,P0017,Toys,North,131,85,78,35.0,10,Sunny,0,32.0,Winter,0,89
2022-01-29,S005,P0018,Clothing,North,18,18,103,19.91,10,Sunny,0,23.21,Winter,0,100
2022-01-29,S005,P0019,Furniture,North,214,115,251,145.62,10,Sunny,0,160.69,Winter,0,119
2022-01-29,S005,P0020,Toys,North,101,101,112,34.89,5,Sunny,0,31.95,Winter,0,133
2022-01-30,S001,P0001,Electronics,North,537,73,0,71.59,0,Cloudy,0,69.69,Winter,0,79
2022-01-30,S001,P0002,Clothing,North,230,121,0,64.01,10,Cloudy,0,76.27,Winter,0,122
2022-01-30,S001,P0003,Clothing,North,885,83,0,62.5,5,Cloudy,0,58.53,Winter,0,136
2022-01-30,S001,P0004,Electronics,North,140,65,0,101.42,0,Cloudy,0,118.16,Winter,0,77
2022-01-30,S001,P0005,Groceries,North,1005,27,0,45.47,10,Cloudy,0,40.67,Winter,0,40
2022-01-30,S001,P0006,Toys,North,266,86,0,41.72,0,Cloudy,0,44.82,Winter,0,100
2022-01-30,S001,P0007,Groceries,North,160,51,0,22.02,10,Cloudy,0,20.68,Winter,0,79
2022-01-30,S001,P0008,Electronics,North,135,85,160,50.61,5,Cloudy,0,49.08,Winter,0,133
2022-01-30,S001,P0009,Clothing,North,119,119,149,100.31,0,Cloudy,0,115.33,Winter,0,133
2022-01-30,S001,P0010,Furniture,North,179,47,0,115.68,5,Cloudy,0,101.47,Winter,0,47
2022-01-30,S001,P0011,Furniture,North,233,57,207,173.18,5,Cloudy,0,160.03,Winter,0,93
2022-01-30,S001,P0012,Groceries,North,333,107,361,103.12,0,Cloudy,0,100.04,Winter,0,154
2022-01-30,S001,P0013,Toys,North,138,102,126,32.93,10,Cloudy,0,28.68,Winter,0,109
2022-01-30,S001,P0014,Groceries,North,383,191,0,83.86,5,Cloudy,0,91.59,Winter,0,162
2022-01-30,S001,P0015,Toys,North,126,112,87,15.26,5,Cloudy,0,17.6,Winter,0,95
2022-01-30,S001,P0016,Groceries,North,599,55,0,34.27,10,Cloudy,0,31.48,Winter,0,77
2022-01-30,S001,P0017,Toys,North,108,62,0,19.83,10,Cloudy,0,17.6,Winter,0,71
2022-01-30,S001,P0018,Groceries,North,194,116,139,59.52,10,Cloudy,0,68.19,Winter,0,125
2022-01-30,S001,P0019,Furniture,North,82,80,132,115.99,10,Cloudy,0,139.33,Winter,0,114
2022-01-30,S001,P0020,Furniture,North,30,30,283,120.13,0,Cloudy,0,138.75,Winter,0,77
2022-01-30,S002,P0001,Groceries,South,322,59,0,74.49,10,Snowy,0,68.44,Winter,0,89
2022-01-30,S002,P0002,Toys,South,171,96,233,32.2,5,Snowy,0,37.08,Winter,0,102
2022-01-30,S002,P0003,Groceries,South,328,122,283,76.11,10,Snowy,0,87.02,Winter,0,111
2022-01-30,S002,P0004,Groceries,South,443,36,0,33.66,10,Snowy,0,32.69,Winter,0,50
2022-01-30,S002,P0005,Electronics,South,479,56,0,80.16,10,Snowy,0,74.37,Winter,0,69
2022-01-30,S002,P0006,Clothing,South,147,113,131,70.27,10,Snowy,0,66.95,Winter,0,134
2022-01-30,S002,P0007,Toys,South,195,85,0,26.74,0,Snowy,0,31.84,Winter,0,76
2022-01-30,S002,P0008,Groceries,South,161,140,188,31.46,5,Snowy,0,29.54,Winter,0,164
2022-01-30,S002,P0009,Groceries,South,200,81,0,63.24,0,Snowy,0,56.82,Winter,0,87
2022-01-30,S002,P0010,Groceries,South,134,107,122,84.25,10,Snowy,0,97.87,Winter,0,114
2022-01-30,S002,P0011,Groceries,South,254,66,190,84.75,5,Snowy,0,101.88,Winter,0,79
2022-01-30,S002,P0012,Electronics,South,209,64,0,62.55,5,Snowy,0,66.1,Winter,0,82
2022-01-30,S002,P0013,Groceries,South,308,71,0,19.36,10,Snowy,0,22.95,Winter,0,89
2022-01-30,S002,P0014,Electronics,South,322,46,0,122.38,0,Snowy,0,110.95,Winter,0,75
2022-01-30,S002,P0015,Clothing,South,849,84,0,67.59,5,Snowy,0,81.24,Winter,0,106
2022-01-30,S002,P0016,Clothing,South,255,52,0,72.35,5,Snowy,0,84.29,Winter,0,53
2022-01-30,S002,P0017,Toys,South,279,62,0,19.7,10,Snowy,0,17.84,Winter,0,93
2022-01-30,S002,P0018,Clothing,South,150,62,0,25.86,10,Snowy,0,22.78,Winter,0,90
2022-01-30,S002,P0019,Clothing,South,832,87,0,96.7,10,Snowy,0,89.65,Winter,0,145
2022-01-30,S002,P0020,Furniture,South,308,54,0,114.05,5,Snowy,0,128.33,Winter,0,54
2022-01-30,S003,P0001,Toys,East,222,105,235,16.98,10,Snowy,0,19.77,Winter,0,132
2022-01-30,S003,P0002,Groceries,East,519,116,483,67.06,0,Snowy,0,71.87,Winter,0,156
2022-01-30,S003,P0003,Electronics,East,181,108,0,92.88,0,Snowy,0,85.38,Winter,0,91
2022-01-30,S003,P0004,Groceries,East,223,140,531,27.84,5,Snowy,0,23.76,Winter,0,160
2022-01-30,S003,P0005,Toys,East,477,89,0,19.11,10,Snowy,0,20.54,Winter,0,76
2022-01-30,S003,P0006,Toys,East,83,83,83,38.29,5,Snowy,0,37.72,Winter,0,88
2022-01-30,S003,P0007,Groceries,East,738,110,0,17.31,0,Snowy,0,15.1,Winter,0,101
2022-01-30,S003,P0008,Clothing,East,358,109,0,130.73,5,Snowy,0,124.23,Winter,0,135
2022-01-30,S003,P0009,Groceries,East,77,55,68,47.7,10,Snowy,0,46.39,Winter,0,76
2022-01-30,S003,P0010,Groceries,East,71,71,70,37.77,5,Snowy,0,33.72,Winter,0,87
2022-01-30,S003,P0011,Electronics,East,239,65,0,110.81,5,Snowy,0,124.72,Winter,0,78
2022-01-30,S003,P0012,Furniture,East,32,32,0,91.07,0,Snowy,0,107.63,Winter,0,53
2022-01-30,S003,P0013,Groceries,East,311,104,0,68.79,10,Snowy,0,78.15,Winter,0,113
2022-01-30,S003,P0014,Groceries,East,366,66,0,88.67,0,Snowy,0,81.57,Winter,0,64
2022-01-30,S003,P0015,Groceries,East,27,27,0,99.39,10,Snowy,0,87.29,Winter,0,119
2022-01-30,S003,P0016,Electronics,East,142,142,294,105.08,10,Snowy,0,110.98,Winter,0,145
2022-01-30,S003,P0017,Furniture,East,229,76,0,124.97,0,Snowy,0,138.73,Winter,0,82
2022-01-30,S003,P0018,Furniture,East,650,73,0,132.75,5,Snowy,0,131.55,Winter,0,71
2022-01-30,S003,P0019,Groceries,East,160,122,130,51.64,10,Snowy,0,58.87,Winter,0,110
2022-01-30,S003,P0020,Clothing,East,542,101,0,76.19,0,Snowy,0,82.16,Winter,0,103
2022-01-30,S004,P0001,Groceries,West,335,130,0,11.04,10,Snowy,0,10.44,Winter,0,113
2022-01-30,S004,P0002,Groceries,West,8,8,325,24.17,0,Snowy,0,21.4,Winter,0,138
2022-01-30,S004,P0003,Furniture,West,318,42,0,121.84,10,Snowy,0,117.97,Winter,0,52
2022-01-30,S004,P0004,Groceries,West,542,60,0,54.68,0,Snowy,0,53.84,Winter,0,88
2022-01-30,S004,P0005,Clothing,West,148,97,115,76.74,5,Snowy,0,71.39,Winter,0,111
2022-01-30,S004,P0006,Groceries,West,81,81,0,36.78,0,Snowy,0,38.97,Winter,0,100
2022-01-30,S004,P0007,Groceries,West,417,92,0,25.7,5,Snowy,0,28.64,Winter,0,80
2022-01-30,S004,P0008,Furniture,West,68,68,83,94.64,10,Snowy,0,81.3,Winter,0,78
2022-01-30,S004,P0009,Clothing,West,142,32,0,89.99,10,Snowy,0,77.97,Winter,0,42
2022-01-30,S004,P0010,Groceries,West,570,85,0,25.21,10,Snowy,0,26.93,Winter,0,122
2022-01-30,S004,P0011,Clothing,West,900,31,0,51.11,0,Snowy,0,57.58,Winter,0,52
2022-01-30,S004,P0012,Electronics,West,178,68,0,125.01,0,Snowy,0,122.59,Winter,0,104
2022-01-30,S004,P0013,Groceries,West,873,71,0,20.16,10,Snowy,0,18.94,Winter,0,109
2022-01-30,S004,P0014,Furniture,West,141,54,186,174.09,0,Snowy,0,188.55,Winter,0,85
2022-01-30,S004,P0015,Furniture,West,230,103,254,101.88,5,Snowy,0,90.19,Winter,0,88
2022-01-30,S004,P0016,Furniture,West,638,65,0,115.28,10,Snowy,0,105.1,Winter,0,83
2022-01-30,S004,P0017,Clothing,West,197,114,0,103.1,0,Snowy,0,110.17,Winter,0,113
2022-01-30,S004,P0018,Furniture,West,91,89,82,166.83,0,Snowy,0,195.94,Winter,0,84
2022-01-30,S004,P0019,Clothing,West,122,70,71,56.42,0,Snowy,0,60.19,Winter,0,77
2022-01-30,S004,P0020,Furniture,West,205,18,0,103.44,10,Snowy,0,98.11,Winter,0,28
2022-01-30,S005,P0001,Groceries,North,95,73,0,10.12,5,Cloudy,0,10.96,Winter,0,64
2022-01-30,S005,P0002,Electronics,North,56,56,0,40.87,0,Cloudy,0,36.67,Winter,0,76
2022-01-30,S005,P0003,Toys,North,199,87,119,32.21,5,Cloudy,0,29.99,Winter,0,114
2022-01-30,S005,P0004,Groceries,North,124,121,152,8.07,5,Cloudy,0,9.66,Winter,0,129
2022-01-30,S005,P0005,Groceries,North,168,95,0,16.24,0,Cloudy,0,15.02,Winter,0,81
2022-01-30,S005,P0006,Groceries,North,447,42,0,49.02,5,Cloudy,0,51.98,Winter,0,58
2022-01-30,S005,P0007,Groceries,North,239,171,347,108.35,0,Cloudy,0,126.73,Winter,0,194
2022-01-30,S005,P0008,Groceries,North,82,82,141,76.13,5,Cloudy,0,75.98,Winter,0,162
2022-01-30,S005,P0009,Groceries,North,325,70,0,81.29,5,Cloudy,0,94.16,Winter,0,65
2022-01-30,S005,P0010,Groceries,North,104,61,0,52.83,10,Cloudy,0,44.91,Winter,0,78
2022-01-30,S005,P0011,Electronics,North,649,58,0,72.41,5,Cloudy,0,80.54,Winter,0,79
2022-01-30,S005,P0012,Furniture,North,585,80,0,133.84,0,Cloudy,0,143.69,Winter,0,84
2022-01-30,S005,P0013,Groceries,North,140,35,0,64.78,0,Cloudy,0,76.23,Winter,0,59
2022-01-30,S005,P0014,Furniture,North,268,59,270,175.35,0,Cloudy,0,184.74,Winter,0,91
2022-01-30,S005,P0015,Groceries,North,249,111,314,59.0,0,Cloudy,0,52.99,Winter,0,134
2022-01-30,S005,P0016,Toys,North,545,143,0,36.47,5,Cloudy,0,40.63,Winter,0,124
2022-01-30,S005,P0017,Toys,North,124,82,60,33.23,10,Cloudy,0,33.17,Winter,0,75
2022-01-30,S005,P0018,Clothing,North,103,85,97,22.89,5,Cloudy,0,22.02,Winter,0,110
2022-01-30,S005,P0019,Furniture,North,99,45,0,116.47,10,Cloudy,0,132.33,Winter,0,54
2022-01-30,S005,P0020,Toys,North,112,52,50,24.89,10,Cloudy,0,22.13,Winter,0,50
2022-01-31,S001,P0001,Electronics,North,464,103,0,72.1,10,Cloudy,0,70.23,Winter,0,113
2022-01-31,S001,P0002,Clothing,North,109,103,97,65.64,5,Cloudy,0,61.62,Winter,0,97
2022-01-31,S001,P0003,Clothing,North,802,107,0,65.92,10,Cloudy,0,60.55,Winter,0,175
2022-01-31,S001,P0004,Electronics,North,383,94,0,112.46,0,Cloudy,0,103.15,Winter,0,92
2022-01-31,S001,P0005,Groceries,North,978,64,0,58.88,0,Cloudy,0,53.6,Winter,0,81
2022-01-31,S001,P0006,Toys,North,180,77,0,41.58,5,Cloudy,0,39.92,Winter,0,99
2022-01-31,S001,P0007,Groceries,North,786,170,0,29.0,5,Cloudy,0,28.98,Winter,0,149
2022-01-31,S001,P0008,Electronics,North,210,64,0,36.79,5,Cloudy,0,41.79,Winter,0,54
2022-01-31,S001,P0009,Clothing,North,149,101,99,87.7,10,Cloudy,0,93.36,Winter,0,123
2022-01-31,S001,P0010,Furniture,North,482,33,0,112.28,5,Cloudy,0,106.15,Winter,0,40
2022-01-31,S001,P0011,Furniture,North,176,38,0,139.01,10,Cloudy,0,131.6,Winter,0,48
2022-01-31,S001,P0012,Groceries,North,226,111,0,81.39,10,Cloudy,0,72.03,Winter,0,109
2022-01-31,S001,P0013,Toys,North,162,52,0,29.93,10,Cloudy,0,28.02,Winter,0,80
2022-01-31,S001,P0014,Groceries,North,192,97,0,72.58,10,Cloudy,0,70.5,Winter,0,114
2022-01-31,S001,P0015,Toys,North,101,92,86,16.22,5,Cloudy,0,14.22,Winter,0,98
2022-01-31,S001,P0016,Groceries,North,544,70,0,33.71,10,Cloudy,0,30.01,Winter,0,73
2022-01-31,S001,P0017,Toys,North,46,46,137,24.56,5,Cloudy,0,24.54,Winter,0,119
2022-01-31,S001,P0018,Groceries,North,217,123,132,68.77,0,Cloudy,0,82.83,Winter,0,138
2022-01-31,S001,P0019,Furniture,North,134,71,0,105.92,10,Cloudy,0,104.45,Winter,0,72
2022-01-31,S001,P0020,Furniture,North,336,44,0,104.42,10,Cloudy,0,110.73,Winter,0,67
2022-01-31,S002,P0001,Groceries,South,263,32,0,72.14,0,Sunny,0,65.96,Winter,0,51
2022-01-31,S002,P0002,Toys,South,75,75,0,32.63,0,Sunny,0,31.12,Winter,0,76
2022-01-31,S002,P0003,Groceries,South,206,109,0,81.14,10,Sunny,0,69.11,Winter,0,115
2022-01-31,S002,P0004,Groceries,South,407,101,0,41.66,5,Sunny,0,38.63,Winter,0,94
2022-01-31,S002,P0005,Electronics,South,423,88,413,103.06,0,Sunny,0,88.19,Winter,0,112
2022-01-31,S002,P0006,Clothing,South,165,106,112,74.73,0,Sunny,0,85.42,Winter,0,137
2022-01-31,S002,P0007,Toys,South,110,82,0,24.55,10,Sunny,0,27.51,Winter,0,82
2022-01-31,S002,P0008,Groceries,South,209,79,0,25.87,0,Sunny,0,25.86,Winter,0,84
2022-01-31,S002,P0009,Groceries,South,359,103,338,66.49,10,Sunny,0,74.57,Winter,0,154
2022-01-31,S002,P0010,Groceries,South,149,105,95,95.48,0,Sunny,0,94.58,Winter,0,104
2022-01-31,S002,P0011,Groceries,South,188,82,326,95.2,10,Sunny,0,84.47,Winter,0,115
2022-01-31,S002,P0012,Electronics,South,452,78,0,62.15,10,Sunny,0,68.68,Winter,0,96
2022-01-31,S002,P0013,Groceries,South,237,71,0,20.22,5,Sunny,0,18.08,Winter,0,71
2022-01-31,S002,P0014,Electronics,South,276,156,0,141.57,0,Sunny,0,164.87,Winter,0,135
2022-01-31,S002,P0015,Clothing,South,765,77,0,67.54,5,Sunny,0,72.27,Winter,0,106
2022-01-31,S002,P0016,Clothing,South,535,90,0,86.44,10,Sunny,0,104.09,Winter,0,121
2022-01-31,S002,P0017,Toys,South,714,92,0,22.85,0,Sunny,0,19.62,Winter,0,106
2022-01-31,S002,P0018,Clothing,South,88,81,96,27.84,5,Sunny,0,24.98,Winter,0,95
2022-01-31,S002,P0019,Clothing,South,745,119,0,85.41,5,Sunny,0,91.04,Winter,0,103
2022-01-31,S002,P0020,Furniture,South,254,122,311,144.21,0,Sunny,0,168.07,Winter,0,106
2022-01-31,S003,P0001,Toys,East,117,91,0,18.56,0,Sunny,0,16.83,Winter,0,109
2022-01-31,S003,P0002,Groceries,East,403,165,0,60.59,10,Sunny,0,58.43,Winter,0,139
2022-01-31,S003,P0003,Electronics,East,73,73,170,109.68,5,Sunny,0,102.58,Winter,0,163
2022-01-31,S003,P0004,Groceries,East,83,83,0,25.27,10,Sunny,0,21.64,Winter,0,145
2022-01-31,S003,P0005,Toys,East,388,67,0,19.7,10,Sunny,0,16.99,Winter,0,70
2022-01-31,S003,P0006,Toys,East,83,83,110,36.18,10,Sunny,0,43.15,Winter,0,103
2022-01-31,S003,P0007,Groceries,East,628,128,0,15.85,10,Sunny,0,18.13,Winter,0,123
2022-01-31,S003,P0008,Clothing,East,249,76,0,100.59,5,Sunny,0,119.77,Winter,0,70
2022-01-31,S003,P0009,Groceries,East,90,58,84,48.67,5,Sunny,0,51.75,Winter,0,81
2022-01-31,S003,P0010,Groceries,East,70,70,101,39.04,10,Sunny,0,36.13,Winter,0,114
2022-01-31,S003,P0011,Electronics,East,581,26,0,97.52,0,Sunny,0,112.53,Winter,0,32
2022-01-31,S003,P0012,Furniture,East,221,78,148,90.03,10,Sunny,0,103.78,Winter,0,78
2022-01-31,S003,P0013,Groceries,East,839,149,776,85.82,10,Sunny,0,101.34,Winter,0,192
2022-01-31,S003,P0014,Groceries,East,300,93,424,109.78,5,Sunny,0,101.87,Winter,0,145
2022-01-31,S003,P0015,Groceries,East,785,71,0,93.83,5,Sunny,0,109.8,Winter,0,100
2022-01-31,S003,P0016,Electronics,East,197,111,0,108.17,5,Sunny,0,98.96,Winter,0,119
2022-01-31,S003,P0017,Furniture,East,153,46,0,115.83,0,Sunny,0,104.83,Winter,0,48
